Gene	HPV_positive_rates	HPV_negative_rates
SNED1	2.058396e-06	1.376667e-06
SNF8	1.755087e-06	2.33993e-06
SNHG3-RCC1	1.936774e-06	1.916161e-06
SNIP1	1.52677e-06	1.731329e-06
SNN	0	8.898332e-07
SNPH	1.588471e-06	1.985468e-06
SNRK	1.285274e-06	0
SNRNP200	1.179279e-06	2.17702e-06
SNRNP25	1.160039e-06	2.01142e-06
SNRNP27	6.831049e-07	1.463147e-06
SNRNP35	3.780061e-06	1.549539e-06
SNRNP40	1.859684e-06	0
SNRNP48	8.149016e-07	1.870118e-06
SNRNP70	1.072604e-06	0
SNRPA	1.582973e-06	1.032308e-06
SNRPA1	1.039652e-06	2.346133e-06
SNRPB	1.619049e-06	1.882548e-06
SNRPB2	5.01928e-06	1.025932e-05
SNRPC	1.44458e-06	4.635921e-06
SNRPD1	8.08612e-07	1.237123e-06
SNRPD2	9.190078e-07	8.835604e-07
SNRPD3	1.684499e-06	1.12782e-06
SNRPE	6.092592e-07	1.444795e-06
SNRPF	3.312698e-06	2.165507e-06
SNRPG	9.618074e-07	1.545076e-06
SNRPN	6.132336e-07	1.032027e-06
SNTA1	4.065289e-06	1.856052e-06
SNTB1	1.404201e-06	2.663933e-06
SNTB2	7.285476e-07	1.502402e-06
SNTG1	2.186018e-06	6.229061e-06
SNTG2	3.34564e-06	4.692056e-06
SNTN	2.08791e-06	2.700689e-06
SNUPN	1.796808e-06	1.145415e-06
SNURF	2.702359e-06	6.558375e-06
SNW1	9.11513e-07	1.62698e-06
SNX1	1.768164e-06	0
SNX10	1.439544e-06	1.850022e-06
SNX11	8.304351e-07	1.058759e-06
SNX12	1.139972e-06	1.569674e-06
SNX13	2.639221e-07	1.615133e-06
SNX14	2.706469e-06	8.921737e-07
SNX15	2.888681e-06	2.0256e-06
SNX16	1.688378e-06	1.851226e-06
SNX17	1.379789e-06	1.43547e-06
SNX18	1.241739e-06	2.275836e-06
SNX19	1.550545e-06	1.540566e-06
SNX2	1.495424e-06	0
SNX20	5.827873e-07	3.25594e-06
SNX21	7.25799e-07	1.446953e-06
SNX22	1.06361e-06	1.659798e-06
SNX24	6.479235e-07	1.222579e-06
SNX25	1.208817e-06	1.458747e-06
SNX27	1.084722e-06	2.78944e-06
SNX29	1.230368e-06	3.657695e-06
SNX3	2.565039e-06	1.438924e-06
SNX30	1.185094e-06	1.453312e-06
SNX31	3.579341e-06	1.427957e-06
SNX32	2.439789e-06	1.648616e-06
SNX33	6.660885e-07	1.568101e-06
SNX4	6.671208e-07	1.788782e-06
SNX5	4.16658e-06	9.206124e-07
SNX6	8.966069e-07	1.188849e-06
SNX7	0	3.788397e-06
SNX8	7.98147e-07	2.654898e-06
SNX9	1.246447e-06	1.382561e-06
SOAT1	4.49137e-07	1.202512e-06
SOAT2	1.114013e-06	1.107838e-06
SOBP	7.455376e-07	8.138853e-07
SOCS1	1.17047e-06	1.385107e-06
SOCS2	8.36748e-07	1.536202e-06
SOCS3	1.539069e-06	1.327148e-06
SOCS4	1.861028e-06	3.160469e-06
SOCS5	2.047035e-06	1.648125e-06
SOCS6	1.297878e-06	1.687817e-06
SOCS7	1.407701e-06	1.687057e-06
SOD1	3.871859e-07	2.606422e-06
SOD2	7.194338e-07	1.615768e-06
SOD3	1.531842e-06	2.639244e-06
SOHLH1	2.230478e-06	1.506246e-06
SOHLH2	1.650016e-06	3.988576e-06
SOLH	4.499039e-07	1.927304e-06
SON	6.148292e-07	1.252532e-06
SORBS1	0	1.789116e-06
SORBS2	2.133484e-07	1.266027e-06
SORBS3	1.343145e-06	5.37526e-07
SORCS1	3.277421e-06	2.513584e-06
SORCS2	7.642782e-07	1.503931e-06
SORCS3	2.264375e-06	5.578595e-06
SORD	1.448358e-06	1.234803e-06
SORL1	8.554671e-07	2.103695e-06
SORT1	4.277862e-07	1.620416e-06
SOS1	5.211159e-07	1.247047e-06
SOS2	8.076057e-07	1.137074e-06
SOST	1.620425e-06	1.735399e-06
SOSTDC1	1.654959e-06	2.827375e-06
SOX1	2.374547e-06	3.035752e-06
SOX10	2.923459e-07	1.815928e-06
SOX11	2.356929e-06	1.218294e-05
SOX12	1.605341e-06	1.187098e-06
SOX13	2.058776e-07	3.800317e-07
SOX14	1.365103e-06	1.676496e-06
SOX15	5.173489e-07	1.741321e-06
SOX17	1.597643e-06	3.136836e-06
SOX18	1.410624e-06	0
SOX2	9.341575e-07	3.405983e-06
SOX21	1.742022e-06	1.91307e-06
SOX3	2.648288e-06	3.484465e-06
SOX30	1.342543e-06	1.636481e-06
SOX4	0	4.914081e-07
SOX5	2.319665e-06	3.903827e-06
SOX6	2.013407e-06	4.07698e-06
SOX7	1.618518e-06	1.98098e-06
SOX8	1.535379e-06	2.349028e-06
SOX9	2.019172e-06	3.087716e-06
SP1	1.455656e-06	1.712024e-06
SP100	6.802619e-07	1.711206e-06
SP110	8.690091e-07	1.889955e-06
SP140	2.069929e-06	1.387544e-06
SP140L	7.707818e-07	1.488117e-06
SP2	1.783241e-06	1.543271e-06
SP3	8.207627e-07	1.548712e-06
SP4	3.862262e-07	1.778103e-06
SP5	1.477978e-06	1.130024e-06
SP6	1.218058e-06	2.09649e-06
SP7	2.140641e-06	2.469011e-06
SP8	7.687784e-07	3.293303e-06
SP9	1.932539e-06	1.911971e-06
SPA17	9.936412e-07	1.786241e-06
SPACA1	1.534166e-06	2.669359e-06
SPACA3	1.527664e-06	3.067606e-06
SPACA4	1.535005e-06	1.794735e-06
SPACA5	6.128101e-07	1.031314e-06
SPACA5B	9.228702e-07	1.729614e-06
SPAG1	1.111663e-06	2.332262e-06
SPAG11A	2.73903e-06	2.975279e-06
SPAG11B	1.940613e-06	1.919959e-06
SPAG16	1.003914e-06	8.83155e-07
SPAG17	3.366884e-06	3.006827e-06
SPAG4	9.234141e-07	1.885027e-06
SPAG5	1.260678e-06	0
SPAG6	8.825564e-07	2.430455e-06
SPAG7	1.849332e-06	2.723254e-06
SPAG8	1.197319e-06	0
SPAG9	0	9.384382e-07
SPAM1	9.009825e-07	2.644452e-06
SPANXA1	1.945649e-06	1.924942e-06
SPANXA2	1.945649e-06	1.924942e-06
SPANXB1	1.945162e-06	1.92446e-06
SPANXB2	1.945162e-06	1.92446e-06
SPANXC	3.211827e-06	2.608138e-06
SPANXD	6.164856e-07	2.397076e-05
SPANXE	2.2176e-06	3.166595e-06
SPANXF1	1.945162e-06	1.92446e-06
SPANXN1	1.115273e-06	1.847746e-05
SPANXN2	1.830304e-06	2.147155e-06
SPANXN3	1.596968e-06	1.745901e-05
SPANXN4	2.271413e-06	2.880689e-06
SPANXN5	1.236478e-06	1.437836e-06
SPARC	7.175815e-07	1.244232e-06
SPARCL1	1.607864e-06	1.844944e-06
SPAST	1.765937e-06	2.352318e-06
SPATA1	0	7.872798e-07
SPATA12	1.349523e-06	1.54851e-06
SPATA13	2.614275e-07	1.400397e-06
SPATA16	1.650978e-06	2.345466e-06
SPATA17	2.51022e-06	5.157227e-06
SPATA18	2.034749e-06	3.268682e-06
SPATA19	2.230837e-06	3.931374e-06
SPATA2	6.207367e-07	1.297904e-06
SPATA20	8.48075e-07	5.637668e-07
SPATA21	1.763431e-06	1.753655e-06
SPATA22	6.518284e-07	2.243822e-06
SPATA24	1.945771e-06	1.925062e-06
SPATA2L	7.660693e-07	1.99246e-06
SPATA3	1.944797e-06	1.924098e-06
SPATA4	1.099852e-06	2.560387e-06
SPATA5	1.082303e-06	1.524613e-06
SPATA5L1	1.201701e-06	9.218513e-07
SPATA6	2.18676e-06	3.094678e-06
SPATA7	1.743559e-06	2.563008e-06
SPATA8	2.688712e-06	8.134228e-06
SPATA9	4.045995e-07	2.599843e-06
SPATC1	1.896182e-06	1.559305e-06
SPATS1	1.65169e-06	4.722673e-06
SPATS2	9.879009e-07	2.686002e-06
SPATS2L	0	1.847021e-06
SPC24	1.17151e-06	1.828179e-06
SPC25	8.298962e-07	1.650592e-06
SPCS1	1.15327e-06	1.764426e-06
SPCS2	6.37759e-07	2.19539e-06
SPCS3	3.906403e-05	1.669208e-06
SPDEF	0	1.61637e-06
SPDYA	2.069549e-06	2.080693e-06
SPDYC	1.675463e-06	1.834567e-06
SPDYE1	8.28931e-07	2.071409e-06
SPDYE2	1.925794e-06	8.411589e-07
SPDYE2L	1.925794e-06	8.411589e-07
SPDYE3	5.016616e-07	1.650144e-06
SPDYE4	1.944153e-06	1.923461e-06
SPDYE5	2.52985e-06	1.664316e-06
SPDYE6	1.938847e-06	1.918212e-06
SPEF1	1.028603e-06	1.652378e-06
SPEF2	9.764033e-07	2.781553e-06
SPEG	1.334262e-06	1.802934e-06
SPEM1	6.004372e-07	1.745395e-06
SPEN	1.743175e-06	1.576161e-06
SPERT	2.861297e-07	1.681697e-06
SPESP1	2.826035e-06	1.988877e-06
SPG11	2.134395e-07	1.896853e-06
SPG20	2.036965e-06	1.966617e-06
SPG21	2.765851e-06	1.45754e-06
SPG7	1.564653e-06	1.196907e-06
SPHAR	2.267416e-06	1.192286e-06
SPHK1	1.22245e-06	0
SPHK2	9.944935e-07	1.62083e-06
SPHKAP	2.521093e-06	3.259002e-06
SPI1	2.213587e-06	1.908834e-06
SPIB	1.723745e-06	3.491018e-06
SPIC	4.25076e-07	7.804056e-07
SPIN1	1.744266e-06	1.707911e-06
SPIN2A	2.553069e-07	1.52335e-06
SPIN2B	2.553069e-07	1.52335e-06
SPIN3	1.317793e-06	1.360891e-06
SPIN4	1.495856e-06	1.732011e-06
SPINK1	1.111407e-06	3.101112e-06
SPINK13	1.974759e-06	3.582339e-06
SPINK14	1.535458e-06	1.911461e-06
SPINK2	1.002057e-06	1.8908e-06
SPINK4	1.231184e-06	1.31854e-06
SPINK5	1.762546e-06	8.721496e-07
SPINK6	2.251876e-06	2.214785e-06
SPINK7	2.82929e-06	2.380744e-06
SPINK8	1.352588e-06	1.758964e-06
SPINK9	1.137646e-06	2.088627e-06
SPINLW1	1.718256e-06	1.877727e-06
SPINT1	6.200506e-07	1.599255e-06
SPINT2	0	3.42093e-07
SPINT3	2.060469e-06	1.928411e-06
SPINT4	1.979389e-06	2.355614e-06
SPIRE1	5.383238e-07	1.194219e-06
SPIRE2	1.704629e-06	2.343156e-06
SPN	0	4.051334e-07
SPNS1	8.947617e-07	1.505818e-06
SPNS2	1.082551e-06	1.28709e-06
SPNS3	2.27084e-06	0
SPO11	1.721639e-06	2.107194e-06
SPOCD1	2.564837e-06	8.227439e-07
SPOCK1	2.770763e-07	3.215801e-06
SPOCK2	1.693408e-06	1.165861e-06
SPOCK3	1.609971e-06	4.146085e-06
SPON1	2.080349e-06	3.501076e-06
SPON2	1.221368e-06	2.935518e-06
SPOP	1.25461e-06	1.343629e-06
SPOPL	9.351521e-07	1.502257e-06
SPP1	1.697101e-06	1.780423e-06
SPP2	1.404255e-06	2.019512e-06
SPPL2A	1.458195e-06	2.007847e-06
SPPL2B	1.346635e-06	1.396941e-06
SPPL3	1.316948e-06	1.531281e-06
SPR	3.699963e-06	1.614602e-06
SPRED1	2.404674e-06	8.498639e-07
SPRED2	1.753483e-06	4.936097e-06
SPRED3	6.919213e-07	9.527343e-07
SPRN	1.61135e-06	1.972207e-06
SPRR1A	1.175596e-06	1.582754e-06
SPRR1B	1.275995e-06	5.055904e-06
SPRR2A	2.033179e-06	1.516431e-06
SPRR2B	1.394419e-06	3.145099e-05
SPRR2D	1.394419e-06	2.005366e-06
SPRR2E	1.394419e-06	2.005366e-06
SPRR2F	1.394419e-06	2.005366e-06
SPRR2G	1.257324e-06	2.180105e-06
SPRR3	1.365206e-06	1.712713e-06
SPRR4	1.471585e-06	2.026284e-06
SPRY1	2.31988e-07	1.277734e-06
SPRY2	2.220346e-06	5.912786e-06
SPRY3	0	2.570479e-07
SPRY4	1.67348e-06	1.815106e-06
SPRYD3	3.10676e-06	1.104987e-06
SPRYD4	2.077559e-06	1.589263e-06
SPRYD5	3.351184e-06	6.590919e-06
SPSB1	7.583991e-07	1.237653e-06
SPSB2	8.838841e-07	2.163654e-06
SPSB3	5.747785e-07	2.525393e-06
SPSB4	9.896718e-07	3.107486e-06
SPTA1	4.871923e-07	6.106381e-06
SPTAN1	1.204457e-06	4.757123e-07
SPTB	0	1.346365e-06
SPTBN1	1.269624e-06	7.427502e-07
SPTBN2	0	8.519661e-07
SPTBN4	0	7.811502e-07
SPTBN5	9.010105e-07	1.492106e-06
SPTLC1	1.153216e-06	9.719294e-07
SPTLC2	8.152683e-07	1.538344e-06
SPTLC3	2.862616e-06	2.782342e-06
SPTY2D1	1.084949e-06	1.950383e-06
SPZ1	1.381894e-06	1.782528e-06
SQLE	7.692272e-07	2.78983e-06
SQRDL	0	1.128012e-06
SQSTM1	8.109044e-07	1.902299e-06
SR140	1.919773e-06	7.415702e-07
SRA1	1.013798e-06	1.357163e-06
SRBD1	1.828123e-06	1.917412e-06
SRC	1.311829e-06	1.42573e-06
SRCAP	1.911973e-06	1.381373e-06
SRCIN1	6.773106e-07	1.011482e-06
SRCRB4D	1.637731e-06	1.016641e-06
SRD5A1	0	6.5259e-07
SRD5A2	1.154272e-06	2.075003e-06
SRD5A3	1.641229e-06	1.471105e-06
SREBF1	0	1.753793e-06
SREBF2	1.746887e-06	0
SRF	0	1.935136e-06
SRFBP1	2.334482e-06	2.293358e-06
SRGAP1	4.764532e-07	0
SRGAP2	1.388394e-06	1.522308e-06
SRGAP3	5.744596e-07	1.741414e-06
SRGN	1.393561e-06	1.94422e-06
SRI	2.901568e-07	2.130819e-06
SRL	1.396892e-06	1.745341e-06
SRM	2.903254e-07	1.2437e-06
SRMS	6.400262e-07	2.203194e-06
SRP14	1.769567e-05	1.634312e-06
SRP19	1.524644e-06	1.516192e-06
SRP54	1.200427e-06	1.225205e-06
SRP68	1.118769e-06	1.800454e-06
SRP72	1.219313e-06	1.27493e-06
SRP9	1.51152e-06	1.248763e-06
SRPK1	7.600762e-07	1.747583e-06
SRPK2	4.839629e-07	1.963461e-06
SRPK3	1.372506e-06	1.229031e-06
SRPR	7.473317e-07	2.050677e-06
SRPRB	0	1.928311e-06
SRPX	5.49176e-07	1.307025e-06
SRPX2	5.905046e-07	1.581007e-06
SRR	7.851605e-07	1.612578e-06
SRRD	1.384085e-06	2.456367e-06
SRRM1	3.645242e-07	4.779168e-07
SRRM2	0	4.128272e-07
SRRM3	9.288044e-07	1.657844e-06
SRRM4	8.311336e-07	2.670316e-06
SRRM5	1.927689e-06	8.781366e-07
SRRT	1.528973e-06	1.69594e-06
SRXN1	1.326592e-06	1.542494e-06
SRY	0	3.532637e-07
SS18	9.222047e-07	2.021337e-06
SS18L1	1.246195e-06	1.487145e-06
SS18L2	1.008718e-06	1.581853e-06
SSB	3.069718e-07	2.301268e-06
SSBP1	1.220614e-06	2.054204e-06
SSBP2	5.663998e-07	1.733108e-06
SSBP3	5.20573e-07	1.358137e-06
SSBP4	1.531217e-06	1.37213e-06
SSC5D	1.031733e-06	4.616479e-07
SSFA2	1.244761e-06	5.782488e-07
SSH1	6.721745e-07	2.16483e-06
SSH2	5.032381e-07	1.154881e-06
SSH3	1.425442e-06	7.265849e-07
SSNA1	1.368984e-06	1.88501e-06
SSPN	7.792501e-07	1.629341e-06
SSPO	3.098894e-06	2.270397e-06
SSR1	7.473959e-07	1.372159e-06
SSR2	4.054711e-07	3.520314e-06
SSR3	1.924668e-06	2.267835e-06
SSR4	1.908592e-06	1.305585e-06
SSRP1	1.046711e-06	8.006987e-07
SSSCA1	1.730117e-06	2.417109e-06
SST	4.766099e-07	2.296922e-06
SSTR1	2.293681e-06	2.573399e-06
SSTR2	1.327808e-06	3.087815e-06
SSTR3	6.539461e-07	1.163324e-06
SSTR4	1.985615e-06	2.810019e-06
SSTR5	2.017178e-06	1.748818e-06
SSU72	1.277795e-06	1.759448e-06
SSX1	1.188734e-06	2.615811e-06
SSX2	1.938709e-06	1.937849e-06
SSX2B	1.94193e-06	1.921262e-06
SSX2IP	1.209786e-06	1.739839e-06
SSX3	1.013219e-06	2.015206e-06
SSX4	6.13052e-07	1.031722e-06
SSX4B	1.061989e-06	1.917232e-06
SSX5	9.65363e-07	2.584647e-06
SSX7	4.786879e-07	1.977374e-06
ST13	9.279718e-07	1.325086e-06
ST14	1.405971e-06	1.333647e-06
ST18	4.939e-07	4.130044e-06
ST20	1.805988e-06	1.657825e-06
ST3GAL1	5.49874e-07	1.556351e-06
ST3GAL2	2.292613e-06	1.183797e-06
ST3GAL3	6.549509e-07	1.953961e-06
ST3GAL4	2.393202e-06	1.867334e-06
ST3GAL5	1.335935e-06	1.446907e-06
ST3GAL6	2.604893e-06	1.945947e-06
ST5	1.039031e-06	1.618368e-06
ST6GAL1	2.117469e-06	1.652102e-06
ST6GAL2	2.302539e-06	4.814399e-06
ST6GALNAC1	6.611205e-07	1.7195e-06
ST6GALNAC2	2.829455e-07	0
ST6GALNAC3	1.161409e-06	4.610613e-06
ST6GALNAC4	8.591862e-07	1.380223e-06
ST6GALNAC5	1.24626e-06	2.574037e-06
ST6GALNAC6	8.473189e-07	1.393567e-06
ST7	8.151308e-07	1.330236e-06
ST7L	3.03895e-07	1.162348e-06
ST8SIA1	3.645845e-06	0
ST8SIA2	1.431609e-06	3.635843e-06
ST8SIA3	1.249031e-06	1.046717e-06
ST8SIA4	7.703994e-07	2.151549e-06
ST8SIA5	7.629237e-07	1.750834e-06
ST8SIA6	9.756145e-07	2.164307e-06
STAB1	1.576728e-06	1.095637e-06
STAB2	7.592334e-07	1.684969e-06
STAC	6.227416e-07	3.101414e-06
STAC2	1.234529e-06	1.935966e-06
STAC3	1.334037e-06	1.802872e-06
STAG1	5.013579e-07	1.171106e-06
STAG2	9.570175e-07	3.882634e-06
STAG3	1.710232e-06	1.361258e-06
STAG3L1	1.94504e-06	1.924339e-06
STAG3L2	5.417244e-07	2.030566e-06
STAG3L3	1.519342e-06	1.665886e-06
STAG3L4	8.761186e-07	2.278685e-06
STAM	2.152056e-06	1.44047e-06
STAM2	9.680681e-07	0
STAMBP	1.619586e-06	1.59291e-06
STAMBPL1	1.381545e-06	1.426729e-06
STAP1	1.811481e-06	2.349679e-06
STAP2	1.127358e-06	1.077989e-06
STAR	1.863221e-06	1.551996e-06
STARD10	1.770107e-06	2.064962e-06
STARD13	5.279211e-07	3.817985e-06
STARD3	3.049629e-07	1.761478e-06
STARD3NL	1.361493e-06	1.301871e-06
STARD4	7.352871e-07	2.024893e-06
STARD5	1.661795e-06	1.54695e-05
STARD6	1.700917e-06	5.408036e-06
STARD7	1.13387e-06	1.554481e-06
STARD8	9.54664e-07	2.402053e-06
STARD9	7.254357e-07	0
STAT1	0	1.857342e-06
STAT2	1.684784e-06	1.496383e-06
STAT3	1.666696e-06	9.392134e-07
STAT4	3.408857e-07	1.043065e-06
STAT5A	1.309221e-06	1.502266e-06
STAT5B	7.922279e-07	1.316683e-06
STAT6	1.186783e-06	0
STATH	1.197254e-06	3.2513e-06
STAU1	7.256173e-07	1.447725e-06
STAU2	6.397437e-07	1.614963e-06
STBD1	9.295192e-07	1.706523e-06
STC1	1.534166e-06	2.194786e-06
STC2	1.083145e-06	1.491426e-06
STEAP1	8.2036e-07	8.784845e-07
STEAP2	6.936655e-07	6.008929e-06
STEAP3	1.664877e-06	1.455515e-06
STEAP4	1.566039e-06	3.127355e-06
STH	1.456236e-06	1.916032e-06
STIL	1.888377e-06	1.680066e-06
STIM1	1.957687e-06	1.647322e-06
STIM2	1.383865e-06	0
STIP1	9.046474e-07	1.836573e-07
STK10	4.811911e-07	2.134952e-06
STK11	1.639743e-06	2.390614e-06
STK11IP	4.75765e-07	1.092712e-06
STK16	2.195022e-06	9.328437e-07
STK17A	7.446693e-07	1.595012e-06
STK17B	1.411779e-06	1.511949e-06
STK19	7.544183e-07	2.261063e-06
STK24	8.268344e-07	1.516618e-06
STK25	8.441602e-07	1.808113e-06
STK3	1.382738e-06	1.669231e-06
STK31	5.435734e-07	2.037496e-06
STK32A	3.235045e-06	1.305315e-06
STK32B	8.662043e-07	1.76698e-06
STK32C	7.241187e-07	1.624852e-06
STK33	1.272354e-06	2.433272e-06
STK35	1.456241e-06	8.791812e-07
STK36	3.827531e-07	1.288291e-06
STK38	7.741304e-07	2.920183e-06
STK38L	2.137574e-06	1.261419e-06
STK39	0	4.473832e-07
STK4	2.722666e-07	1.291305e-06
STK40	1.541099e-06	1.669799e-06
STMN1	1.253454e-06	1.869759e-06
STMN2	8.725844e-07	3.961813e-06
STMN3	1.742037e-06	1.675269e-06
STMN4	1.813436e-06	2.462312e-06
STOM	6.724864e-07	1.440403e-06
STOML1	1.394645e-06	2.534293e-06
STOML2	2.905466e-07	1.644713e-06
STOML3	4.729934e-07	1.04929e-06
STON1	0	3.474839e-07
STON1-GTF2A1L	1.104231e-06	2.70304e-06
STON2	4.296759e-07	1.130888e-06
STOX1	8.483232e-07	2.783215e-06
STOX2	8.040251e-07	4.634814e-06
STRA13	1.904748e-06	1.89419e-06
STRA6	2.344642e-06	1.001941e-06
STRA8	1.042213e-06	1.514791e-06
STRADA	2.253367e-06	1.275575e-06
STRADB	1.344511e-06	1.078976e-05
STRAP	6.612563e-07	2.658627e-06
STRBP	1.749638e-06	2.031834e-06
STRC	1.799799e-06	1.13119e-06
STRN	0	2.40346e-07
STRN3	8.399486e-07	1.448108e-06
STRN4	3.105235e-07	1.442495e-06
STS	7.839995e-07	1.450266e-06
STT3A	9.995462e-07	1.507543e-06
STT3B	1.146987e-06	0
STUB1	7.963051e-07	2.229931e-06
STX10	1.101817e-06	1.854278e-06
STX11	1.864859e-06	1.74753e-06
STX12	3.94468e-06	7.242117e-06
STX16	1.622565e-06	1.936285e-06
STX17	1.242653e-06	2.424e-06
STX18	1.150767e-06	1.628552e-06
STX19	1.666326e-06	4.370346e-06
STX1A	9.741882e-07	1.580114e-06
STX1B	7.031904e-07	1.317897e-06
STX2	1.345785e-06	1.413326e-06
STX3	1.294767e-06	2.013922e-06
STX4	6.243737e-07	1.33735e-06
STX5	1.513182e-06	1.080365e-06
STX6	4.470588e-07	2.148125e-06
STX7	1.168394e-06	1.51943e-06
STX8	1.395592e-06	2.099576e-06
STXBP1	1.153629e-06	1.367856e-06
STXBP2	2.085322e-06	8.102667e-07
STXBP3	8.32869e-07	1.241044e-06
STXBP4	3.345371e-06	3.942609e-06
STXBP5	1.053195e-06	1.496251e-06
STXBP5L	2.499691e-06	2.308652e-06
STXBP6	2.269559e-06	2.28178e-06
STYK1	0	3.673045e-06
STYX	1.557189e-06	1.191197e-06
STYXL1	1.246957e-06	1.526209e-06
SUB1	3.54884e-07	2.226091e-06
SUCLA2	6.709453e-07	1.050651e-06
SUCLG1	1.432175e-06	1.133934e-06
SUCLG2	2.880576e-07	1.465936e-06
SUCNR1	5.699638e-07	1.874814e-06
SUDS3	7.820675e-07	1.914418e-06
SUFU	9.691395e-07	6.17803e-07
SUGT1	6.417408e-07	2.35637e-06
SULF1	9.76469e-07	2.6061e-06
SULF2	1.243124e-06	1.165026e-06
SULT1A1	8.800377e-07	1.391279e-06
SULT1A2	1.062986e-06	1.748271e-06
SULT1A3	6.083343e-07	1.023782e-06
SULT1A4	8.283309e-07	1.343544e-06
SULT1B1	2.264953e-07	2.061521e-06
SULT1C2	1.253894e-06	3.568175e-06
SULT1C3	2.020107e-06	2.665668e-06
SULT1C4	9.044969e-07	1.568329e-06
SULT1E1	0	2.00711e-06
SULT2A1	6.982609e-07	2.083171e-06
SULT2B1	1.114806e-06	1.57766e-06
SULT4A1	6.531062e-07	2.1483e-06
SULT6B1	2.306368e-06	1.587865e-06
SUMF1	8.795392e-07	1.435346e-06
SUMF2	5.460618e-07	2.52293e-06
SUMO1	1.082154e-06	9.933746e-07
SUMO2	9.481374e-07	1.70444e-06
SUMO3	0	2.909836e-06
SUMO4	0	3.543533e-07
SUN1	1.013143e-06	2.852438e-06
SUN2	1.5822e-06	7.490666e-07
SUN3	3.341192e-07	1.431304e-06
SUN5	1.851794e-06	3.709092e-06
SUOX	7.841692e-07	5.278017e-07
SUPT16H	1.05692e-06	1.683755e-06
SUPT3H	1.257048e-06	1.692415e-06
SUPT4H1	9.982748e-07	1.917246e-06
SUPT5H	1.434405e-06	1.773836e-06
SUPT6H	1.26508e-06	1.022909e-06
SUPT7L	2.51318e-07	1.960949e-06
SUPV3L1	0	1.161422e-06
SURF1	7.887213e-07	2.497278e-06
SURF2	1.400943e-06	1.925195e-06
SURF4	7.818495e-07	5.146526e-06
SURF6	9.882883e-07	1.814418e-06
SUSD1	1.194451e-06	1.300863e-06
SUSD2	1.288703e-06	1.625894e-06
SUSD3	1.547489e-06	1.815126e-06
SUSD4	9.171274e-07	1.169287e-06
SUSD5	2.579562e-06	2.446866e-06
SUV39H1	9.035946e-07	1.72805e-06
SUV39H2	1.47521e-06	1.444462e-06
SUV420H1	7.194695e-07	1.863208e-06
SUV420H2	1.188369e-06	1.999938e-06
SUZ12	5.930781e-07	3.778621e-07
SV2A	1.155446e-06	2.34684e-06
SV2B	2.274658e-07	3.63491e-06
SV2C	1.686053e-06	8.400435e-07
SVEP1	4.125346e-07	2.284929e-06
SVIL	2.285779e-07	3.846799e-07
SVIP	1.669864e-06	1.966894e-06
SVOP	1.934108e-06	1.336525e-06
SVOPL	1.976509e-06	2.633993e-06
SWAP70	6.299143e-07	2.204509e-06
SYAP1	3.676777e-07	1.336847e-06
SYBU	1.534762e-06	1.794529e-06
SYCE1	1.215121e-06	3.505318e-06
SYCE1L	1.943858e-06	1.923169e-06
SYCE2	8.520137e-07	1.781483e-06
SYCN	1.109344e-06	3.200879e-06
SYCP1	1.964087e-06	2.904794e-06
SYCP2	1.986747e-06	8.307587e-07
SYCP2L	5.442674e-07	2.498079e-06
SYCP3	1.056419e-06	1.575845e-06
SYDE1	2.233847e-07	5.126456e-07
SYDE2	1.224395e-06	2.429468e-06
SYF2	7.265752e-07	1.963847e-06
SYK	1.077188e-06	1.51527e-06
SYMPK	1.234329e-06	1.397447e-06
SYN1	1.368209e-06	9.714326e-07
SYN2	1.189613e-06	1.162519e-06
SYN3	2.54649e-06	4.329117e-06
SYNC	1.484427e-06	1.271801e-06
SYNCRIP	7.790337e-07	1.430244e-06
SYNE1	2.22954e-06	2.718444e-06
SYNE2	5.606047e-07	1.543838e-06
SYNGAP1	6.67915e-07	1.049146e-06
SYNGR1	1.810965e-06	1.169833e-06
SYNGR2	1.50621e-06	1.266664e-06
SYNGR3	1.547627e-06	8.68181e-07
SYNGR4	1.029729e-06	2.205584e-06
SYNJ1	5.522522e-07	1.478591e-06
SYNJ2	1.657126e-06	3.209484e-06
SYNJ2BP	2.8356e-06	1.447576e-06
SYNM	2.127439e-07	4.137774e-07
SYNPO	1.127157e-06	0
SYNPO2	1.611589e-06	2.764515e-06
SYNPO2L	1.857867e-06	1.016175e-06
SYNPR	1.594479e-06	2.663786e-06
SYNRG	9.464223e-07	1.692744e-06
SYP	1.276827e-06	6.856199e-07
SYPL1	2.950599e-07	2.763558e-06
SYPL2	6.826866e-07	3.033581e-06
SYS1	1.935895e-06	2.221343e-06
SYT1	9.482718e-06	3.822922e-06
SYT10	1.624967e-06	4.912463e-06
SYT11	8.507301e-07	5.777967e-06
SYT12	9.466201e-06	1.496746e-06
SYT13	1.135903e-06	2.907572e-06
SYT14	1.139493e-06	2.545202e-06
SYT15	2.420479e-06	2.26305e-06
SYT16	1.578244e-06	3.179235e-06
SYT17	9.030316e-07	1.416118e-06
SYT2	1.611124e-06	1.655013e-06
SYT3	1.093017e-06	1.806023e-06
SYT4	2.812434e-06	7.068069e-06
SYT5	4.951994e-07	1.325839e-06
SYT6	7.796554e-07	2.595604e-06
SYT7	2.617532e-07	1.321535e-06
SYT8	1.192074e-06	2.079124e-06
