Gene	HPV_positive_rates	HPV_negative_rates
C5orf34	1.455137e-06	1.144936e-06
C5orf35	1.941653e-06	1.920988e-06
C5orf36	1.912376e-06	6.468188e-07
C5orf38	1.798081e-06	4.023255e-06
C5orf39	1.807584e-06	3.283665e-06
C5orf4	1.381525e-06	1.225912e-06
C5orf40	1.944118e-06	1.923427e-06
C5orf41	5.944404e-07	2.475449e-06
C5orf42	0	6.72723e-07
C5orf43	0	2.118911e-06
C5orf44	1.525392e-06	1.540274e-06
C5orf45	7.903127e-07	1.531559e-06
C5orf46	2.571552e-07	9.442329e-07
C5orf47	1.945615e-06	1.924907e-06
C5orf48	1.305742e-06	2.24741e-06
C5orf49	2.483592e-06	3.495752e-06
C5orf51	6.506433e-07	5.757712e-06
C5orf52	1.946416e-06	1.9257e-06
C5orf53	2.301376e-06	1.929674e-06
C5orf54	5.786801e-07	6.200489e-06
C5orf55	1.563775e-06	1.770429e-06
C5orf56	1.517606e-06	1.741377e-06
C5orf58	1.515344e-06	2.434295e-06
C5orf60	1.941514e-06	1.92085e-06
C5orf62	2.061768e-06	1.928947e-06
C6	1.948737e-06	2.661286e-06
C6orf1	1.002334e-06	1.840206e-06
C6orf10	1.017374e-06	0
C6orf103	1.494869e-06	5.208586e-07
C6orf105	1.94344e-06	1.922756e-06
C6orf106	1.451556e-06	1.681451e-06
C6orf108	1.457975e-06	1.858837e-06
C6orf114	1.947584e-06	1.926856e-06
C6orf115	1.308034e-06	2.436588e-06
C6orf118	2.144176e-06	4.530914e-06
C6orf120	1.049302e-06	1.220076e-06
C6orf125	2.057419e-06	1.92715e-06
C6orf126	2.058964e-06	1.927789e-06
C6orf127	2.057753e-06	1.927288e-06
C6orf129	2.05934e-06	1.927944e-06
C6orf130	9.05665e-07	1.893663e-06
C6orf132	1.506367e-06	5.597816e-07
C6orf134	1.939332e-06	1.918691e-06
C6orf136	2.105166e-06	9.365837e-07
C6orf138	1.922575e-06	7.848832e-07
C6orf141	1.942242e-06	1.921571e-06
C6orf142	1.935912e-06	1.915308e-06
C6orf145	1.944049e-06	1.923358e-06
C6orf146	1.935361e-06	1.914762e-06
C6orf15	1.134462e-06	1.700939e-06
C6orf150	1.933863e-06	1.913281e-06
C6orf153	1.943076e-06	1.922395e-06
C6orf154	1.939608e-06	1.918965e-06
C6orf162	9.752534e-07	1.939695e-06
C6orf163	1.942069e-06	1.921399e-06
C6orf165	1.758098e-06	2.074967e-06
C6orf167	1.525312e-06	6.366049e-07
C6orf168	1.938899e-06	1.918263e-06
C6orf170	6.452336e-07	1.988011e-06
C6orf174	1.917555e-06	7.104437e-07
C6orf182	1.938208e-06	1.917579e-06
C6orf186	1.939055e-06	1.918417e-06
C6orf191	1.947706e-06	1.926977e-06
C6orf192	1.289162e-06	2.130118e-06
C6orf195	1.065252e-06	3.706965e-06
C6orf201	8.223461e-07	1.92914e-06
C6orf203	1.855878e-06	1.51433e-06
C6orf204	1.925231e-06	8.307587e-07
C6orf211	1.037308e-06	0
C6orf221	1.47539e-06	1.444639e-06
C6orf222	1.170139e-06	1.40235e-06
C6orf223	7.892797e-07	1.569809e-06
C6orf225	1.179366e-06	2.05696e-06
C6orf226	5.535283e-07	1.397321e-06
C6orf25	1.548173e-06	1.421161e-06
C6orf26	1.945649e-06	1.924942e-06
C6orf27	1.916862e-06	7.012318e-07
C6orf35	1.946817e-06	1.926097e-06
C6orf47	1.468067e-06	1.347627e-06
C6orf48	1.355508e-06	1.347994e-06
C6orf52	0	3.538274e-07
C6orf57	0	1.665026e-06
C6orf58	1.767247e-06	3.008979e-06
C6orf62	9.567858e-07	1.366231e-06
C6orf64	1.944849e-06	1.92415e-06
C6orf70	1.219723e-06	1.418233e-06
C6orf72	1.417384e-06	1.053273e-06
C6orf81	1.93838e-06	1.91775e-06
C6orf89	1.50487e-06	1.568345e-06
C6orf94	1.944414e-06	1.923719e-06
C6orf97	4.560481e-07	2.378889e-06
C7	5.238755e-07	1.131762e-06
C7orf10	1.125345e-06	2.480196e-06
C7orf11	1.945092e-06	1.924391e-06
C7orf16	1.947148e-06	1.926425e-06
C7orf23	1.741107e-06	1.731455e-06
C7orf25	1.168629e-06	2.14551e-06
C7orf26	0	3.499629e-07
C7orf27	1.919519e-06	7.378685e-07
C7orf28A	1.937258e-06	1.916639e-06
C7orf28B	1.937258e-06	1.916639e-06
C7orf29	6.137963e-07	1.032974e-06
C7orf30	1.94351e-06	1.922825e-06
C7orf31	6.635876e-07	1.455184e-06
C7orf33	1.315132e-06	1.142936e-05
C7orf34	6.215798e-07	2.424988e-06
C7orf36	1.944623e-06	1.923926e-06
C7orf41	1.882909e-06	2.496629e-06
C7orf42	1.492713e-06	1.892252e-06
C7orf43	1.067732e-06	1.651616e-06
C7orf44	5.117136e-07	1.761498e-06
C7orf45	1.720587e-06	2.068302e-06
C7orf46	1.527321e-06	1.074882e-06
C7orf47	1.941531e-06	1.920867e-06
C7orf49	5.320101e-07	1.343001e-06
C7orf50	9.842723e-07	1.556067e-06
C7orf51	1.917893e-06	7.150258e-07
C7orf52	1.936878e-06	1.916264e-06
C7orf53	1.398078e-06	8.242732e-06
C7orf55	1.686577e-06	1.591216e-06
C7orf57	6.656755e-07	1.924151e-06
C7orf58	2.423821e-07	1.965391e-06
C7orf59	6.538281e-07	1.800564e-06
C7orf60	1.576362e-06	1.764707e-06
C7orf61	1.611918e-06	1.691059e-06
C7orf63	2.143708e-07	1.424622e-06
C7orf64	1.939764e-06	1.919119e-06
C7orf65	1.863027e-06	2.320965e-06
C7orf66	2.798693e-06	5.109632e-06
C7orf68	2.061474e-06	1.928826e-06
C7orf69	0	3.541213e-07
C7orf70	6.131644e-07	1.031911e-06
C7orf71	1.946416e-06	1.9257e-06
C7orf72	1.937068e-06	1.916452e-06
C8A	1.814543e-06	3.227251e-06
C8B	2.004833e-06	4.979488e-06
C8G	9.331501e-07	4.999538e-06
C8orf22	1.225836e-06	2.860058e-06
C8orf30A	1.920384e-06	7.506076e-07
C8orf31	1.155515e-06	1.856254e-06
C8orf33	3.192236e-06	1.485775e-06
C8orf34	4.396073e-06	0
C8orf37	1.86618e-06	1.18284e-06
C8orf38	7.729056e-07	1.773741e-06
C8orf4	1.631002e-06	2.345604e-06
C8orf40	1.084483e-06	2.239901e-06
C8orf41	1.932934e-06	1.912362e-06
C8orf42	2.596845e-06	3.106163e-06
C8orf44	8.247484e-07	1.682414e-06
C8orf45	1.193753e-06	1.43065e-06
C8orf46	1.31518e-06	0
C8orf47	1.544176e-06	1.78874e-06
C8orf48	1.941306e-06	1.920644e-06
C8orf55	1.783504e-06	1.247379e-06
C8orf58	2.358335e-06	1.795962e-06
C8orf59	1.264004e-06	1.450382e-06
C8orf73	1.272354e-06	2.155853e-06
C8orf74	1.732369e-06	2.574684e-06
C8orf76	8.258607e-07	1.516214e-06
C8orf79	1.93724e-06	1.916622e-06
C8orf80	1.925555e-06	8.367151e-07
C8orf83	2.060218e-06	1.928307e-06
C8orf84	2.395615e-07	1.539355e-06
C8orf85	1.946311e-06	1.925597e-06
C8orf86	9.207945e-07	1.54963e-06
C9	1.998646e-06	3.581989e-06
C9orf100	1.799038e-06	2.018433e-06
C9orf102	9.007165e-07	1.865014e-06
C9orf103	1.51693e-06	1.53173e-06
C9orf106	1.697963e-06	1.396302e-06
C9orf11	1.034347e-06	2.88803e-06
C9orf114	2.856728e-07	1.617124e-06
C9orf116	1.949377e-06	1.855726e-06
C9orf117	1.156718e-06	1.235196e-06
C9orf119	1.943093e-06	1.922413e-06
C9orf123	1.625933e-06	4.228868e-06
C9orf125	8.943384e-07	2.984547e-06
C9orf128	1.137704e-06	6.167719e-07
C9orf129	1.272027e-06	9.615329e-07
C9orf131	8.184451e-07	1.711294e-06
C9orf135	1.727041e-06	2.774371e-06
C9orf139	5.510448e-07	1.475358e-06
C9orf140	1.935705e-06	1.915103e-06
C9orf142	9.888165e-07	1.109404e-06
C9orf144B	1.508601e-06	5.679546e-07
C9orf150	1.943858e-06	1.923169e-06
C9orf152	2.201972e-06	1.780689e-06
C9orf153	1.010582e-06	2.164572e-06
C9orf156	7.961156e-07	1.428056e-06
C9orf16	1.332687e-06	1.563174e-06
C9orf163	9.626858e-07	1.583309e-06
C9orf167	2.141641e-06	1.720198e-06
C9orf169	1.946939e-06	1.926218e-06
C9orf170	2.759211e-06	1.829277e-06
C9orf171	3.006625e-06	1.798157e-06
C9orf172	2.356545e-06	5.430886e-07
C9orf173	2.37739e-06	1.063196e-06
C9orf21	8.164778e-07	1.404329e-06
C9orf23	6.330925e-07	2.130897e-06
C9orf24	2.645387e-07	1.670177e-06
C9orf25	1.148623e-06	1.537652e-06
C9orf3	1.260612e-06	1.451531e-06
C9orf30	6.975607e-07	9.604993e-07
C9orf37	1.761544e-06	1.320572e-06
C9orf4	1.637229e-06	1.803296e-06
C9orf40	1.161856e-06	1.74201e-06
C9orf41	2.685377e-06	1.510606e-06
C9orf43	5.775846e-07	1.430513e-06
C9orf46	1.402597e-06	1.759622e-06
C9orf47	3.11652e-07	1.811866e-06
C9orf5	5.765048e-07	1.441674e-06
C9orf50	1.043583e-06	1.397035e-06
C9orf57	1.946747e-06	1.926028e-06
C9orf6	1.946015e-06	1.925304e-06
C9orf64	0	6.498139e-07
C9orf66	1.082053e-06	2.855685e-06
C9orf68	5.722932e-07	1.083104e-06
C9orf69	7.101506e-07	1.593509e-06
C9orf7	1.080863e-06	1.612308e-06
C9orf71	1.492483e-06	3.044532e-06
C9orf72	7.321915e-07	1.424005e-06
C9orf78	1.295083e-06	1.505857e-06
C9orf79	1.754901e-06	1.940669e-06
C9orf80	1.27784e-06	1.564009e-06
C9orf82	9.074987e-07	2.603274e-06
C9orf84	2.303179e-06	0
C9orf85	1.501554e-06	1.990975e-06
C9orf86	2.356545e-06	5.430886e-07
C9orf89	9.65363e-07	1.698482e-06
C9orf9	2.387997e-07	1.461391e-06
C9orf91	1.546774e-06	1.262112e-06
C9orf93	1.014757e-06	2.328765e-06
C9orf95	6.993447e-07	9.629558e-07
C9orf96	2.466432e-06	2.037677e-06
C9orf98	1.935636e-06	1.915035e-06
CA1	1.465454e-06	2.017842e-06
CA10	3.099581e-06	5.2944e-06
CA11	1.99264e-06	1.959818e-06
CA12	2.689322e-06	2.566172e-06
CA13	1.435751e-06	1.405826e-06
CA14	6.298459e-06	1.385067e-06
CA2	8.677603e-07	9.15292e-06
CA3	1.257309e-06	4.920215e-06
CA4	1.401485e-06	1.965497e-06
CA5A	2.757767e-06	1.408227e-06
CA5B	1.086576e-06	1.703949e-06
CA6	1.563573e-06	1.714383e-06
CA7	5.929447e-07	3.623877e-06
CA8	2.278305e-06	4.294586e-06
CA9	1.377115e-06	0
CAB39	1.561719e-06	1.828445e-06
CAB39L	1.666089e-06	1.996721e-06
CABC1	1.929195e-06	1.908662e-06
CABIN1	7.736345e-07	1.30197e-06
CABLES1	1.7483e-06	7.355654e-07
CABLES2	1.248471e-06	1.610309e-06
CABP1	1.512372e-06	2.405587e-06
CABP2	1.531032e-06	1.678704e-06
CABP4	7.233357e-07	1.955091e-06
CABP5	3.686785e-06	2.120691e-06
CABP7	3.021716e-06	1.625464e-06
CABYR	8.04304e-07	1.927833e-06
CACHD1	1.880222e-06	6.890289e-07
CACNA1A	1.679086e-06	2.345366e-06
CACNA1B	0	2.622983e-06
CACNA1C	0	2.621206e-06
CACNA1D	0	1.481295e-06
CACNA1E	0	2.883592e-06
CACNA1F	2.113725e-06	1.86484e-07
CACNA1G	6.014464e-07	1.375635e-06
CACNA1H	1.022236e-06	1.236812e-06
CACNA1I	1.051304e-06	1.346399e-06
CACNA1S	1.60135e-06	2.076848e-06
CACNA2D1	1.284819e-06	5.454205e-06
CACNA2D2	7.473188e-07	8.444264e-07
CACNA2D3	1.080319e-06	9.011562e-07
CACNA2D4	7.844097e-07	2.095094e-06
CACNB1	5.59663e-07	1.598626e-06
CACNB2	1.579454e-06	2.850085e-06
CACNB3	1.997378e-06	1.833513e-06
CACNB4	1.659634e-06	1.034958e-06
CACNG1	1.307161e-06	3.119796e-06
CACNG2	1.368299e-06	2.622776e-06
CACNG3	2.48153e-06	1.482149e-06
CACNG4	2.33513e-06	2.238952e-06
CACNG5	2.338756e-06	3.220328e-06
CACNG6	1.502359e-06	2.584909e-06
CACNG7	1.509222e-06	1.575343e-05
CACNG8	1.557992e-06	0
CACYBP	1.987487e-06	1.780995e-06
CAD	1.086902e-06	6.435024e-07
CADM1	1.447972e-06	4.44014e-06
CADM2	1.841841e-06	4.187222e-06
CADM3	5.758062e-07	2.833403e-06
CADM4	1.631852e-06	1.769686e-06
CADPS	7.458829e-07	1.354487e-06
CADPS2	4.763201e-07	1.057005e-06
CAGE1	0	0
CALB1	1.037698e-06	2.182963e-06
CALB2	0	2.443069e-07
CALCA	2.293762e-06	3.286609e-06
CALCB	1.555489e-06	3.331713e-06
CALCOCO1	1.441515e-06	1.243979e-06
CALCOCO2	1.811858e-06	2.171418e-06
CALCR	1.266517e-06	3.455541e-06
CALCRL	2.154608e-07	9.88922e-07
CALD1	1.268957e-06	1.824934e-06
CALHM1	1.507307e-06	3.092153e-06
CALHM2	6.438839e-07	1.510486e-06
CALHM3	1.938657e-06	1.918024e-06
CALM1	1.044297e-06	1.863989e-06
CALM2	2.277558e-06	1.244469e-06
CALM3	1.121231e-06	1.372327e-06
CALML3	1.428139e-06	1.693342e-06
CALML4	1.056015e-06	1.736806e-06
CALML5	7.117374e-07	2.286713e-06
CALML6	2.199598e-06	1.59084e-06
CALN1	3.039014e-06	4.788974e-06
CALR	8.640354e-07	1.630364e-06
CALR3	3.735053e-07	2.228609e-06
CALU	5.217162e-07	1.582652e-06
CALY	1.259883e-06	2.361234e-06
CAMK1	1.305889e-06	1.590228e-06
CAMK1D	1.31949e-06	1.776484e-06
CAMK1G	1.393346e-06	1.343055e-06
CAMK2A	5.474955e-07	1.884671e-06
CAMK2B	1.606557e-06	2.532604e-06
CAMK2D	5.90204e-07	2.453438e-06
CAMK2G	1.699318e-06	1.22564e-06
CAMK2N1	1.393427e-06	1.918665e-06
CAMK2N2	0	3.464199e-07
CAMK4	1.510561e-06	2.079952e-06
CAMKK1	1.275322e-06	1.970929e-06
CAMKK2	1.410538e-06	1.591547e-06
CAMKV	9.439227e-07	1.067033e-06
CAMLG	7.985428e-07	1.404975e-06
CAMP	1.012205e-06	1.12274e-06
CAMSAP1	2.087015e-06	1.170764e-06
CAMSAP1L1	1.508012e-06	5.657808e-07
CAMTA1	1.106486e-06	2.2655e-06
CAMTA2	1.299938e-06	8.264237e-07
CAND1	1.93624e-06	1.350819e-06
CAND2	4.795114e-07	6.856199e-07
CANT1	5.011326e-07	1.910363e-06
CANX	6.237601e-07	1.348983e-06
CAP1	1.126467e-06	1.664323e-06
CAP2	8.759421e-07	1.524124e-06
CAPG	9.248923e-07	1.226354e-06
CAPN1	8.694435e-07	1.282229e-06
CAPN10	1.762374e-06	2.118533e-06
CAPN11	1.76218e-06	0
CAPN12	1.827067e-06	1.228523e-06
CAPN13	1.487788e-06	2.926564e-06
CAPN14	1.929417e-06	1.908882e-06
CAPN2	8.956649e-07	1.581523e-06
CAPN3	6.71396e-07	1.671328e-06
CAPN5	1.281373e-06	1.568332e-06
CAPN6	1.11481e-06	2.029646e-06
CAPN7	9.7099e-07	2.904119e-06
CAPN8	1.932024e-06	1.911461e-06
CAPN9	8.89126e-07	2.427535e-06
CAPNS1	2.277303e-06	1.393649e-06
CAPNS2	2.389966e-06	3.525503e-07
CAPRIN1	1.147146e-06	1.60066e-06
CAPRIN2	1.121795e-06	1.490391e-06
CAPS	3.278586e-06	1.410457e-06
CAPS2	7.212478e-07	0
CAPSL	0	3.728426e-07
CAPZA1	1.583339e-06	2.080502e-06
CAPZA2	1.097825e-06	1.451516e-06
CAPZA3	3.320703e-06	3.741062e-06
CAPZB	1.448783e-06	8.462958e-06
CARD10	6.353684e-06	1.500819e-06
CARD11	1.167217e-06	9.674062e-07
CARD14	2.10951e-06	3.211778e-06
CARD16	0	3.53213e-07
CARD17	6.161274e-07	1.036897e-06
CARD18	3.059127e-06	3.701661e-06
CARD6	6.980423e-07	1.389203e-06
CARD8	1.185986e-06	1.694254e-06
CARD9	1.676277e-06	1.113363e-06
CARHSP1	7.973859e-07	1.341942e-06
CARKD	1.206598e-06	1.24606e-06
CARM1	1.19472e-06	1.766914e-06
CARNS1	1.175048e-06	2.2135e-06
CARS	2.917338e-07	1.369425e-06
CARS2	1.00178e-06	7.164891e-07
CARTPT	1.927527e-06	1.425344e-06
CASC1	1.090234e-06	5.529414e-07
CASC3	1.0518e-06	8.631925e-07
CASC4	5.965937e-07	1.878941e-06
CASC5	5.728135e-07	1.360234e-06
CASD1	4.18026e-07	1.151194e-06
CASK	5.558423e-07	1.105607e-06
CASKIN1	7.102782e-07	1.738685e-06
CASKIN2	1.256089e-06	1.618201e-06
CASP1	1.399928e-06	1.963314e-06
CASP10	1.39158e-06	1.581105e-06
CASP14	1.401417e-06	3.269714e-06
CASP2	2.462869e-07	1.39417e-06
CASP3	2.009016e-06	1.888106e-06
CASP4	1.478953e-06	4.971513e-06
CASP5	5.373956e-07	2.118772e-06
CASP6	3.248986e-07	2.535074e-06
CASP7	0	2.440726e-07
CASP8	1.417162e-06	1.777895e-06
CASP8AP2	6.992772e-07	5.804437e-07
CASP9	1.661899e-06	1.474705e-06
CASQ1	1.931337e-06	2.574912e-06
CASQ2	1.016376e-06	2.215857e-06
CASR	1.169412e-06	4.02048e-06
CASS4	2.583211e-06	4.048993e-06
CAST	0	1.382538e-06
CASZ1	8.974767e-07	0
CAT	1.509085e-06	2.159249e-06
CATSPER1	1.343165e-06	1.781675e-06
CATSPER2	1.222115e-06	3.444533e-06
CATSPER3	1.3027e-06	1.797564e-06
CATSPER4	1.044692e-06	2.869047e-06
CATSPERB	1.835953e-06	1.03491e-06
CATSPERG	0	4.553368e-07
CAV1	0	5.637668e-07
CAV2	0	4.772323e-07
CAV3	1.824726e-06	2.235421e-06
CBARA1	1.93636e-06	1.915752e-06
CBFA2T2	1.180865e-06	1.855559e-06
CBFA2T3	1.441571e-06	1.788912e-06
CBFB	0	1.511681e-06
CBL	2.416085e-06	0
CBLB	2.227427e-07	2.726252e-07
CBLC	1.234582e-06	1.511062e-06
CBLL1	9.389995e-07	1.26463e-06
CBLN1	2.271897e-06	4.667571e-06
CBLN2	1.716977e-06	5.478879e-06
CBLN3	3.893703e-07	1.451983e-06
CBLN4	3.251392e-06	4.635319e-06
CBR1	1.469496e-06	1.573761e-06
CBR3	2.89576e-06	1.772128e-06
CBR4	1.595942e-06	1.70918e-06
CBS	1.206744e-06	1.181592e-06
CBWD1	1.4345e-06	2.420297e-06
CBWD2	1.537716e-06	1.747648e-06
CBWD3	1.2169e-06	1.940376e-06
CBWD5	1.906328e-06	2.171213e-06
CBWD6	6.117065e-07	1.029457e-06
CBX1	4.30052e-05	1.406933e-06
CBX2	6.013341e-07	3.343136e-06
CBX3	2.017406e-06	1.543248e-06
CBX4	0	4.246815e-07
CBX5	2.735462e-06	1.339224e-06
CBX6	8.628865e-07	1.848222e-06
CBX7	2.683843e-05	7.694447e-07
CBX8	1.626754e-06	2.389273e-06
CBY1	1.436177e-06	1.71386e-06
CBY3	1.942676e-06	1.922e-06
CC2D1A	5.418662e-07	1.74094e-06
CC2D1B	1.491024e-06	1.704488e-06
CC2D2A	2.686032e-07	3.440867e-07
CC2D2B	7.175459e-07	7.636628e-07
CCAR1	6.41471e-07	1.551269e-06
CCBE1	1.531167e-06	0
CCBL1	7.746821e-07	0
CCBL2	1.945362e-06	2.172681e-06
CCBP2	1.537949e-06	1.268871e-06
CCDC101	0	2.569734e-07
CCDC102A	7.809016e-07	0
CCDC102B	2.170419e-06	3.685862e-06
CCDC103	1.790776e-06	1.609614e-06
CCDC104	6.740659e-07	1.49535e-06
CCDC105	1.577838e-06	2.076028e-06
CCDC106	1.824594e-06	1.83319e-06
CCDC107	2.122819e-06	1.583289e-06
CCDC108	1.431242e-06	1.023052e-06
CCDC109A	1.939262e-06	1.918623e-06
CCDC109B	2.087541e-06	2.395349e-06
CCDC11	1.330172e-06	1.9105e-06
CCDC110	2.148985e-06	7.328931e-07
CCDC111	1.112453e-06	2.20407e-06
CCDC112	9.149658e-07	1.866449e-06
CCDC113	7.866236e-07	1.283714e-06
CCDC114	7.488441e-07	2.119511e-06
CCDC115	2.341764e-06	2.345069e-06
CCDC116	2.114457e-06	1.415303e-06
CCDC117	1.244099e-06	1.446575e-06
CCDC12	1.130149e-06	1.426469e-06
CCDC120	2.111415e-06	9.690974e-07
CCDC121	8.38879e-07	1.967925e-06
CCDC122	1.430874e-06	1.357268e-06
CCDC123	1.926425e-06	8.531339e-07
CCDC124	7.787198e-07	2.144501e-06
CCDC125	2.299561e-06	1.618361e-06
CCDC126	0	1.835281e-06
CCDC127	5.928234e-07	1.85931e-06
CCDC129	2.20647e-07	7.244582e-07
CCDC13	6.058421e-07	1.359451e-06
CCDC130	1.326285e-06	7.366428e-06
CCDC132	1.039936e-06	1.750136e-06
CCDC134	8.74216e-07	1.729791e-06
CCDC135	9.368599e-07	1.175504e-06
CCDC136	8.298407e-07	1.947531e-06
CCDC137	1.111706e-06	2.083524e-06
CCDC138	2.045699e-06	1.799625e-06
CCDC14	5.768031e-07	1.227738e-06
CCDC140	9.550414e-07	1.509905e-06
CCDC141	1.377638e-06	2.908619e-06
CCDC142	1.588218e-06	1.984392e-06
CCDC144A	1.351159e-06	1.775256e-06
CCDC144B	0	2.22604e-06
CCDC144NL	3.478317e-06	2.767228e-06
CCDC146	1.638446e-06	1.926036e-06
CCDC147	1.246957e-06	2.251537e-06
CCDC148	2.894922e-06	2.627896e-06
CCDC149	1.189369e-06	1.949864e-06
CCDC15	8.950841e-07	1.643303e-06
CCDC150	2.617816e-06	2.936515e-06
CCDC151	2.257614e-06	1.644097e-06
CCDC152	0	3.530781e-07
CCDC153	1.748669e-06	1.973069e-06
CCDC154	1.927177e-06	8.678258e-07
CCDC155	1.050238e-06	3.732034e-06
CCDC157	2.318181e-06	1.489194e-06
CCDC158	8.115552e-07	0
CCDC159	6.493606e-07	1.937283e-06
CCDC160	1.29339e-06	1.58304e-06
CCDC17	2.859498e-06	1.315165e-06
CCDC18	1.280788e-06	1.065239e-06
CCDC19	3.017666e-06	5.04504e-06
CCDC21	1.926272e-06	8.501898e-07
CCDC22	5.70491e-07	1.352861e-06
CCDC23	1.333231e-06	1.672599e-06
CCDC24	2.834436e-07	1.474409e-06
CCDC25	1.100416e-06	1.38894e-06
CCDC27	1.074154e-06	0
CCDC28A	1.384879e-06	4.454839e-06
CCDC28B	1.200477e-06	2.295812e-06
CCDC3	1.212504e-06	2.086931e-06
CCDC30	6.689169e-07	1.490451e-06
CCDC33	1.665132e-06	1.868197e-06
CCDC34	4.434747e-06	0
CCDC36	1.369748e-06	1.141093e-06
CCDC37	1.411953e-06	2.304207e-06
CCDC38	2.1963e-06	3.110629e-06
CCDC39	9.842946e-07	3.572989e-06
CCDC40	2.296367e-06	1.599289e-06
CCDC41	1.33628e-06	2.98244e-06
CCDC42	2.171524e-06	2.10312e-06
CCDC42B	0	3.514885e-07
CCDC43	1.512498e-06	1.573534e-06
CCDC45	1.925794e-06	8.411589e-07
CCDC46	1.921334e-06	7.651121e-07
CCDC47	1.295824e-06	1.741787e-06
CCDC48	6.209672e-07	1.852575e-06
CCDC50	0	1.844945e-06
CCDC51	1.042438e-06	1.320709e-06
CCDC52	1.922796e-06	7.885117e-07
CCDC53	1.123317e-06	1.7186e-06
CCDC54	1.655666e-06	3.473909e-06
CCDC55	1.935929e-06	1.915325e-06
CCDC56	0	1.397829e-06
CCDC57	1.284636e-06	1.880202e-06
CCDC58	1.275748e-06	1.82811e-06
CCDC59	1.181603e-06	2.892438e-06
CCDC6	0	2.424863e-07
CCDC60	2.272054e-07	6.952184e-07
CCDC61	3.922579e-07	1.587865e-06
CCDC62	1.447105e-06	9.298691e-07
CCDC63	6.712612e-07	1.540478e-06
CCDC64	1.77436e-06	2.776577e-06
CCDC64B	2.020811e-06	1.623146e-06
CCDC65	2.01159e-06	2.059336e-06
CCDC66	1.28263e-06	0
CCDC67	2.521405e-06	2.686979e-07
CCDC68	1.054728e-06	1.613664e-06
CCDC69	1.489277e-06	1.731656e-06
CCDC7	4.913631e-07	1.256732e-06
CCDC70	8.521807e-07	1.825292e-06
CCDC71	5.251473e-07	1.486365e-06
CCDC72	2.300698e-06	1.929449e-06
CCDC73	6.23599e-07	1.965546e-06
CCDC74A	2.054576e-06	2.088176e-06
CCDC74B	1.28059e-06	2.130299e-06
CCDC75	1.512156e-06	1.542332e-06
CCDC76	9.558918e-07	2.120554e-06
CCDC77	8.675352e-07	1.367856e-06
CCDC78	6.797408e-07	1.611935e-06
CCDC79	1.929674e-06	1.909137e-06
CCDC8	1.350424e-06	2.312205e-06
CCDC80	7.46472e-07	1.162104e-06
CCDC81	9.842946e-07	2.309055e-06
CCDC82	1.281099e-06	1.322998e-06
CCDC83	1.751814e-06	2.272242e-06
CCDC84	1.932367e-06	0
CCDC85A	1.564501e-06	4.067498e-06
CCDC85B	1.042674e-06	2.311689e-06
CCDC85C	1.935585e-06	1.914984e-06
CCDC86	7.5667e-07	1.852248e-06
CCDC87	1.645387e-06	1.921122e-06
CCDC88A	1.302719e-06	7.759834e-07
CCDC88B	1.546695e-06	1.521219e-06
CCDC88C	0	1.361706e-06
CCDC89	1.708799e-06	3.099271e-06
CCDC9	6.424093e-07	1.965687e-06
CCDC90A	1.816565e-06	2.007217e-06
CCDC90B	2.886859e-06	1.214593e-06
CCDC91	8.004098e-07	1.836861e-06
CCDC92	5.084552e-07	1.633596e-06
CCDC93	4.969228e-07	8.362847e-07
CCDC94	6.57566e-06	1.776595e-06
CCDC96	1.452252e-06	1.814511e-06
CCDC97	8.482736e-07	1.85083e-06
CCDC99	1.449594e-06	8.813779e-07
CCHCR1	8.466547e-07	1.647759e-06
CCIN	1.575519e-06	1.549569e-06
CCK	2.089271e-06	1.917868e-06
CCKAR	1.702759e-06	2.192086e-06
CCKBR	1.583957e-06	2.804161e-06
CCL1	2.719601e-06	3.421109e-06
CCL11	2.750802e-06	3.226551e-06
CCL13	2.868929e-06	3.291953e-06
CCL14	1.540744e-06	1.571491e-06
CCL15	1.540744e-06	1.571491e-06
CCL16	5.770557e-07	2.183093e-06
CCL17	9.84629e-07	1.280454e-06
CCL18	2.026959e-06	1.840079e-06
CCL19	9.966135e-07	2.940332e-06
CCL2	2.461684e-06	7.255825e-06
CCL20	8.145657e-07	4.973372e-06
CCL21	2.101313e-06	1.085018e-06
CCL22	7.248551e-07	1.47864e-06
CCL23	1.693712e-06	2.036413e-06
CCL24	1.532883e-06	1.608144e-06
CCL25	1.174691e-06	2.608071e-06
CCL26	7.956203e-07	1.58242e-06
CCL27	1.021936e-06	2.65794e-06
CCL28	2.456475e-06	6.228356e-06
CCL3	2.44559e-06	1.698106e-06
CCL3L1	6.148901e-07	1.034815e-06
CCL3L3	1.590338e-06	2.919734e-06
CCL4	2.16439e-06	2.317961e-06
CCL4L1	6.147336e-07	1.034552e-06
CCL4L2	1.590338e-06	2.919734e-06
CCL5	2.717357e-06	2.535999e-06
CCL7	0	3.501261e-06
CCL8	2.805411e-06	2.908101e-06
CCM2	1.818679e-06	0
CCNA1	4.310049e-07	3.043993e-06
CCNA2	1.262853e-06	2.443973e-06
CCNB1	1.160883e-06	1.68727e-06
CCNB1IP1	1.755208e-06	1.020434e-06
CCNB2	1.271211e-06	1.118299e-06
CCNB3	1.535683e-06	2.956787e-06
CCNC	1.572667e-06	1.636131e-06
CCND1	6.106583e-07	1.26126e-06
