gene	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	r_x_X	r_n_N	r_nns_Nns	r_ns_Ns	r_nnc_Nnc	r_nsnc_Nsnc
UST	1263066	336903	0	2	0	0	10	6	5166700	1.161283e-06	1.250024e-06	1.583449e-06	0	NaN	0
UTF1	951356	370636	0	0	0	0	50	94	47923064	1.961477e-06	0	0	0	NaN	0
UTP11L	813435	201117	0	4	1	0	5	6	1797670	3.337654e-06	4.928284e-06	4.917418e-06	4.972230e-06	NaN	4.972230e-06
UTP14A	2400167	640927	0	5	1	0	50	28	20494719	1.366206e-06	1.972974e-06	2.083188e-06	1.560240e-06	NaN	1.560240e-06
UTP14C	2316475	631106	0	2	0	0	5	3	3845989	7.800334e-07	6.785225e-07	8.633808e-07	0	NaN	0
UTP15	1618757	437248	0	1	1	0	50	34	27148233	1.252384e-06	9.727603e-07	6.177579e-07	2.287032e-06	NaN	2.287032e-06
UTP18	1743441	466284	0	4	0	0	44	18	15922830	1.130452e-06	1.810180e-06	2.294313e-06	0	NaN	0
UTP20	8734712	2284450	0	9	1	0	2	2	3056466	6.543505e-07	9.075100e-07	1.030372e-06	4.377421e-07	NaN	4.377421e-07
UTP23	766892	206668	0	0	1	0	3	6	1617476	3.709483e-06	1.027158e-06	0	4.838678e-06	NaN	4.838678e-06
UTP3	1442406	402234	0	0	0	0	50	41	25427850	1.612405e-06	0	0	0	NaN	0
UTP6	1936872	456036	0	1	1	0	50	30	22350888	1.342229e-06	8.358031e-07	5.162964e-07	2.192809e-06	NaN	2.192809e-06
UTRN	10848362	2725114	0	16	4	0	16	12	11522168	1.041471e-06	1.473462e-06	1.474877e-06	1.467829e-06	NaN	1.467829e-06
UTS2	528199	135359	0	0	0	0	50	34	21273994	1.598195e-06	0	0	0	NaN	0
UTS2D	385581	96075	0	2	0	0	50	60	31536939	1.902531e-06	4.152341e-06	5.186978e-06	0	NaN	0
UTS2R	1074332	423157	0	2	0	0	16	7	7484456	9.352717e-07	1.335569e-06	1.861622e-06	0	NaN	0
UTY	4468982	1184071	0	0	0	0	50	10	27825882	3.593776e-07	0	0	0	NaN	0
UVRAG	2159766	602070	0	4	1	0	4	8	3883565	2.059963e-06	1.810390e-06	1.852052e-06	1.660936e-06	NaN	1.660936e-06
UXS1	1349747	342454	0	2	0	0	50	10	25716502	3.888554e-07	1.181893e-06	1.481759e-06	0	NaN	0
UXT	535885	145607	0	2	1	0	37	21	13842059	1.517115e-06	4.402106e-06	3.732144e-06	6.867802e-06	NaN	6.867802e-06
VAC14	2406572	694729	0	2	1	0	50	36	22792833	1.579444e-06	9.673360e-07	8.310576e-07	1.439410e-06	NaN	1.439410e-06
VAMP1	402661	107177	0	0	0	0	50	41	23906449	1.715018e-06	0	0	0	NaN	0
VAMP2	370209	102480	0	0	0	0	50	34	25732301	1.321297e-06	0	0	0	NaN	0
VAMP3	325801	82838	0	0	0	0	50	28	18699184	1.497392e-06	0	0	0	NaN	0
VAMP4	476532	105042	0	0	0	0	50	35	29727740	1.177352e-06	0	0	0	NaN	0
VAMP5	356118	106323	0	0	1	0	7	7	2488983	2.812394e-06	2.162438e-06	0	9.405303e-06	NaN	9.405303e-06
VAMP7	937265	188734	0	0	0	0	50	10	26830545	3.727095e-07	0	0	0	NaN	0
VAMP8	313418	84973	0	0	0	0	50	17	19355056	8.783235e-07	0	0	0	NaN	0
VANGL1	1581608	466711	0	0	0	0	50	39	28188405	1.383548e-06	0	0	0	NaN	0
VANGL2	1552999	483791	0	6	2	0	50	51	25766461	1.979317e-06	3.927749e-06	3.863493e-06	4.134017e-06	NaN	4.134017e-06
VAPA	920185	244244	0	0	0	0	50	20	26905697	7.433370e-07	0	0	0	NaN	0
VAPB	763903	199409	0	1	1	0	13	17	5638108	3.015196e-06	2.076171e-06	1.309067e-06	5.014819e-06	NaN	5.014819e-06
VARS	3834460	1178093	0	4	3	0	50	32	24497844	1.306237e-06	1.396494e-06	1.043172e-06	2.546488e-06	NaN	2.546488e-06
VARS2	3343410	1017114	0	2	0	0	1	0	1731058	0	4.586605e-07	5.981917e-07	0	NaN	0
VASH1	1108065	329217	0	1	0	0	50	61	28906192	2.110275e-06	6.957577e-07	9.024741e-07	0	NaN	0
VASH2	1097390	301462	0	4	1	0	50	51	25400095	2.007867e-06	3.574360e-06	3.645012e-06	3.317168e-06	NaN	3.317168e-06
VASN	1877092	718214	0	1	1	0	50	29	22479415	1.290069e-06	7.706220e-07	5.327389e-07	1.392343e-06	NaN	1.392343e-06
VASP	1173823	351848	0	2	0	0	45	28	24171189	1.158404e-06	1.310899e-06	1.703834e-06	0	NaN	0
VAT1	1168272	371490	0	2	1	0	33	15	11344109	1.322272e-06	1.948353e-06	1.711930e-06	2.691862e-06	NaN	2.691862e-06
VAT1L	1301069	356545	0	2	2	0	50	159	29229431	5.439723e-06	2.413107e-06	1.537197e-06	5.609390e-06	NaN	5.609390e-06
VAV1	2692662	694302	0	5	0	0	8	2	3960852	5.049419e-07	1.476248e-06	1.856898e-06	0	NaN	0
VAV2	2825032	704123	0	2	3	0	50	53	27491541	1.927866e-06	1.416770e-06	7.079566e-07	4.260619e-06	NaN	4.260619e-06
VAV3	2756285	670390	0	3	2	0	2	4	1507737	2.652983e-06	1.459140e-06	1.088422e-06	2.983338e-06	NaN	2.983338e-06
VAX1	1101233	373198	0	1	1	0	16	24	9677528	2.479972e-06	1.356455e-06	9.080730e-07	2.679543e-06	NaN	2.679543e-06
VAX2	833504	297619	0	0	0	0	50	54	23473044	2.300511e-06	0	0	0	NaN	0
VBP1	638365	150731	0	1	0	0	50	56	19523294	2.868368e-06	1.267273e-06	1.566502e-06	0	NaN	0
VCAM1	2262673	622139	0	7	3	0	50	99	28253309	3.504014e-06	3.466430e-06	3.093686e-06	4.822074e-06	NaN	4.822074e-06
VCAN	10177972	2948435	0	25	6	0	26	11	16544115	6.648890e-07	2.361652e-06	2.456285e-06	2.034978e-06	NaN	2.034978e-06
VCL	3469802	1002169	0	2	0	0	0	0	1002169	0	4.472301e-07	5.764018e-07	0	NaN	0
VCP	2475319	707966	0	7	2	0	50	29	18110778	1.601256e-06	2.827268e-06	2.827918e-06	2.824994e-06	NaN	2.824994e-06
VCPIP1	3641883	1068354	0	7	2	0	23	16	11442319	1.398318e-06	1.910732e-06	1.922083e-06	1.872039e-06	NaN	1.872039e-06
VCX	631533	169092	0	1	0	0	50	51	24875312	2.050226e-06	1.249024e-06	1.583449e-06	0	NaN	0
VCX2	421876	123830	0	0	0	0	50	95	32916149	2.886121e-06	0	0	0	NaN	0
VCX3A	568337	155428	0	0	0	0	50	41	25514531	1.606927e-06	0	0	0	NaN	0
VCX3B	670817	173362	0	0	0	0	50	117	28303695	4.133736e-06	0	0	0	NaN	0
VCY	759206	234850	0	0	0	0	50	94	47787278	1.967051e-06	0	0	0	NaN	0
VCY1B	759206	234850	0	0	0	0	50	94	47787278	1.967051e-06	0	0	0	NaN	0
VDAC1	885598	246806	0	0	1	0	1	1	766892	1.303965e-06	8.830771e-07	0	4.051765e-06	NaN	4.051765e-06
VDAC2	1015406	266875	0	0	0	0	36	33	20384126	1.618907e-06	0	0	0	NaN	0
VDAC3	901397	234850	0	0	0	0	50	39	19567275	1.993124e-06	0	0	0	NaN	0
VDR	1325408	360388	0	2	1	0	50	37	27857053	1.328209e-06	1.779575e-06	1.508969e-06	2.774787e-06	NaN	2.774787e-06
VEGFA	1284843	368928	0	0	1	0	48	23	21822689	1.053949e-06	6.046786e-07	0	2.710556e-06	NaN	2.710556e-06
VEGFB	630252	202398	0	0	1	0	9	9	4596655	1.957946e-06	1.200985e-06	0	4.940760e-06	NaN	4.940760e-06
VEGFC	1311744	336903	0	4	1	0	0	1	336903	2.968213e-06	3.032790e-06	3.049375e-06	2.968213e-06	NaN	2.968213e-06
VENTX	754509	253638	0	1	0	0	50	62	25034156	2.476616e-06	9.919188e-07	1.325365e-06	0	NaN	0
VEPH1	2714012	703696	0	10	4	0	1	4	753655	5.307468e-06	4.096312e-06	3.684582e-06	5.684273e-06	NaN	5.684273e-06
VEZF1	1580754	450912	0	5	1	0	7	1	1783152	5.608047e-07	2.953241e-06	3.163048e-06	2.217728e-06	NaN	2.217728e-06
VEZT	2401875	652029	0	7	0	0	0	0	652029	0	2.292148e-06	2.914390e-06	0	NaN	0
VGF	1770769	601643	0	2	1	0	46	52	34851313	1.492053e-06	1.264536e-06	1.129453e-06	1.662115e-06	NaN	1.662115e-06
VGLL1	785680	230153	0	1	0	0	50	32	25309998	1.264323e-06	9.844138e-07	1.272783e-06	0	NaN	0
VGLL2	948367	289079	0	0	1	0	50	62	21033593	2.947666e-06	8.081161e-07	0	3.459262e-06	NaN	3.459262e-06
VGLL3	992775	279258	0	0	2	0	27	34	12705812	2.675941e-06	1.572286e-06	0	7.161836e-06	NaN	7.161836e-06
VGLL4	994910	284809	0	0	1	0	50	49	21677082	2.260452e-06	7.814215e-07	0	3.511125e-06	NaN	3.511125e-06
VHL	638792	193858	0	0	1	0	50	31	22187347	1.397193e-06	1.200985e-06	0	5.158415e-06	NaN	5.158415e-06
VHLL	410347	127673	0	0	1	0	28	26	12431251	2.091503e-06	1.858667e-06	0	7.832510e-06	NaN	7.832510e-06
VIL1	2576945	702415	0	4	2	0	5	8	2131157	3.753829e-06	1.829625e-06	1.552226e-06	2.847320e-06	NaN	2.847320e-06
VILL	2654659	733586	0	1	1	0	10	12	4080839	2.940572e-06	5.902761e-07	3.766962e-07	1.363167e-06	NaN	1.363167e-06
VIM	1427461	408212	0	2	2	0	50	38	20013063	1.898760e-06	2.179037e-06	1.401089e-06	4.899415e-06	NaN	4.899415e-06
VIP	548268	139629	0	1	1	0	50	63	21253498	2.964218e-06	2.907412e-06	1.823926e-06	7.161836e-06	NaN	7.161836e-06
VIPAR	1588013	405223	0	0	0	0	50	94	47957651	1.960063e-06	0	0	0	NaN	0
VIPR1	1424472	397110	0	1	0	0	50	32	23096857	1.385470e-06	5.489734e-07	7.020145e-07	0	NaN	0
VIPR2	1362130	386435	0	4	0	0	4	4	2003484	1.996522e-06	2.287590e-06	2.936577e-06	0	NaN	0
VIT	2260111	641354	0	4	0	0	3	0	1441552	0	1.378614e-06	1.769825e-06	0	NaN	0
VKORC1	522648	117852	0	0	1	0	1	2	515389	3.880564e-06	1.561280e-06	0	8.485219e-06	NaN	8.485219e-06
VKORC1L1	526918	166103	0	0	0	0	50	42	26631990	1.577051e-06	0	0	0	NaN	0
VLDLR	2771657	679357	0	1	0	0	50	15	27244308	5.505737e-07	2.897699e-07	3.607950e-07	0	NaN	0
VMA21	312137	90097	0	0	0	0	50	49	19220978	2.549298e-06	0	0	0	NaN	0
VMAC	487634	173362	0	0	0	0	50	21	20578838	1.020466e-06	0	0	0	NaN	0
VMO1	644343	197274	0	0	0	0	50	49	24018750	2.040073e-06	0	0	0	NaN	0
VN1R1	1064511	295911	0	2	1	0	50	105	23125893	4.540365e-06	2.205198e-06	1.878797e-06	3.379394e-06	NaN	3.379394e-06
VN1R2	1178520	348432	0	3	1	0	50	99	20196673	4.901797e-06	2.619598e-06	2.545566e-06	2.870000e-06	NaN	2.870000e-06
VN1R4	894992	264313	0	6	0	0	37	62	14133273	4.386811e-06	5.175515e-06	6.703971e-06	0	NaN	0
VN1R5	1068781	305732	0	0	0	0	50	84	26183640	3.208110e-06	0	0	0	NaN	0
VNN1	1573068	435540	0	3	2	0	50	73	30205980	2.416740e-06	2.489286e-06	1.907101e-06	4.592001e-06	NaN	4.592001e-06
VNN2	1589294	446215	0	2	2	0	50	72	30221352	2.382422e-06	1.965110e-06	1.258420e-06	4.482144e-06	NaN	4.482144e-06
VOPP1	534177	151158	0	0	0	0	50	42	25609752	1.640000e-06	0	0	0	NaN	0
VPRBP	4473679	1235738	0	3	2	0	44	26	19927236	1.304747e-06	8.757462e-07	6.705890e-07	1.618466e-06	NaN	1.618466e-06
VPREB1	444507	124257	0	0	1	0	6	5	2065826	2.420339e-06	1.758198e-06	0	8.047836e-06	NaN	8.047836e-06
VPREB3	372344	111874	0	0	0	0	50	36	23293704	1.545482e-06	0	0	0	NaN	0
VPS11	2915983	782264	0	4	0	0	24	11	11206615	9.815631e-07	1.081594e-06	1.371750e-06	0	NaN	0
VPS13A	10145520	2578653	0	19	3	0	50	17	26580323	6.395709e-07	1.728993e-06	1.872748e-06	1.163398e-06	NaN	1.163398e-06
VPS13B	12584544	3431799	0	31	10	0	15	20	9156161	2.184322e-06	2.559885e-06	2.463339e-06	2.913924e-06	NaN	2.913924e-06
VPS13C	11821922	3070984	0	27	3	0	5	5	4260606	1.173542e-06	2.014382e-06	2.283893e-06	9.768856e-07	NaN	9.768856e-07
VPS13D	13471850	3748633	0	25	7	0	24	30	21090811	1.422420e-06	1.858252e-06	1.855721e-06	1.867347e-06	NaN	1.867347e-06
VPS16	2618364	732732	0	4	1	0	50	41	26008997	1.576378e-06	1.492049e-06	1.527671e-06	1.364755e-06	NaN	1.364755e-06
VPS18	2868159	895419	0	2	1	0	0	1	895419	1.116796e-06	7.971138e-07	6.973114e-07	1.116796e-06	NaN	1.116796e-06
VPS24	713944	168665	0	0	0	0	50	94	47721093	1.969779e-06	0	0	0	NaN	0
VPS25	569618	138775	0	1	1	0	3	4	1406538	2.843862e-06	2.823292e-06	1.755562e-06	7.205909e-06	NaN	7.205909e-06
VPS26A	1056398	245098	0	0	1	0	50	20	19287163	1.036959e-06	7.683466e-07	0	4.080001e-06	NaN	4.080001e-06
VPS26B	1043588	277123	0	0	1	0	50	38	22750987	1.670257e-06	7.571679e-07	0	3.608506e-06	NaN	3.608506e-06
VPS28	832223	213073	0	0	0	0	50	25	18204291	1.373303e-06	0	0	0	NaN	0
VPS29	586698	155001	0	1	0	0	50	25	18521979	1.349748e-06	1.348256e-06	1.704454e-06	0	NaN	0
VPS33A	1846348	509411	0	2	2	0	4	5	2161047	2.313693e-06	1.697967e-06	1.083219e-06	3.926103e-06	NaN	3.926103e-06
VPS33B	1979572	508130	0	5	0	0	5	6	3186701	1.882825e-06	2.009887e-06	2.525799e-06	0	NaN	0
VPS35	2504782	642635	0	3	0	0	1	1	918477	1.088759e-06	9.531625e-07	1.197709e-06	0	NaN	0
VPS36	1238727	317688	0	2	0	0	50	37	23715580	1.560156e-06	1.285004e-06	1.614561e-06	0	NaN	0
VPS37A	1259650	323666	0	1	1	0	50	41	21342314	1.921066e-06	1.263172e-06	7.938713e-07	3.089605e-06	NaN	3.089605e-06
VPS37B	845033	270718	0	2	1	0	50	28	22183077	1.262223e-06	2.688772e-06	2.366771e-06	3.693881e-06	NaN	3.693881e-06
VPS37C	1041880	346724	0	1	1	0	50	28	23290715	1.202196e-06	1.440295e-06	9.598034e-07	2.884138e-06	NaN	2.884138e-06
VPS37D	725473	258335	0	1	0	0	50	40	21718501	1.841748e-06	1.016458e-06	1.378411e-06	0	NaN	0
VPS39	2768241	721203	0	3	3	0	27	21	11055884	1.899441e-06	1.719472e-06	1.083721e-06	4.159716e-06	NaN	4.159716e-06
VPS41	2783613	648186	0	4	3	0	15	16	8091650	1.977347e-06	2.039747e-06	1.436981e-06	4.628301e-06	NaN	4.628301e-06
VPS45	1785714	480375	0	3	0	0	13	7	8603196	8.136511e-07	1.323867e-06	1.680000e-06	0	NaN	0
VPS4A	1364692	369782	0	2	2	0	19	6	7044219	8.517623e-07	2.306175e-06	1.465532e-06	5.408592e-06	NaN	5.408592e-06
VPS4B	1386896	374479	0	1	1	0	50	31	23476460	1.320472e-06	1.135477e-06	7.210346e-07	2.670377e-06	NaN	2.670377e-06
VPS52	2233210	646478	0	8	0	0	0	0	646478	0	2.778079e-06	3.582287e-06	0	NaN	0
VPS53	2613240	712236	0	5	0	0	16	10	8694147	1.150199e-06	1.503544e-06	1.913334e-06	0	NaN	0
VPS54	3085502	785680	0	1	1	0	50	20	20826071	9.603348e-07	5.166381e-07	3.240964e-07	1.272783e-06	NaN	1.272783e-06
VPS72	1090131	340746	0	1	2	0	15	13	6946009	1.871578e-06	2.096616e-06	9.173209e-07	5.869475e-06	NaN	5.869475e-06
VPS8	4579575	1147776	0	5	0	0	0	0	1147776	0	8.730039e-07	1.091804e-06	0	NaN	0
VRK1	1286124	301035	0	1	0	0	50	41	18761526	2.185323e-06	6.300566e-07	7.775300e-07	0	NaN	0
VRK2	1672986	403515	0	2	2	0	23	22	9706991	2.266408e-06	1.926317e-06	1.195467e-06	4.956445e-06	NaN	4.956445e-06
VRK3	1489803	400953	0	2	0	0	50	26	27856626	9.333507e-07	1.057778e-06	1.342459e-06	0	NaN	0
VSIG1	1298934	366366	0	2	1	0	12	6	3633343	1.651372e-06	1.801477e-06	1.539724e-06	2.729511e-06	NaN	2.729511e-06
VSIG10	1652917	467138	0	2	0	0	50	34	27682837	1.228198e-06	9.433718e-07	1.209982e-06	0	NaN	0
VSIG10L	2493680	888160	0	0	0	0	1	1	1364692	7.327661e-07	0	0	0	NaN	0
VSIG2	979111	317261	0	4	2	0	23	41	11861206	3.456647e-06	4.628301e-06	4.085339e-06	6.303958e-06	NaN	6.303958e-06
VSIG4	1228052	347578	0	2	1	0	50	46	24677611	1.864038e-06	1.904000e-06	1.628596e-06	2.877052e-06	NaN	2.877052e-06
VSIG8	1245559	380030	0	2	0	0	50	49	24347113	2.012559e-06	1.230323e-06	1.605705e-06	0	NaN	0
VSNL1	609756	143472	0	1	0	0	50	15	28664083	5.233030e-07	1.327619e-06	1.640000e-06	0	NaN	0
VSTM1	758779	193004	0	1	0	0	50	74	26827556	2.758358e-06	1.050660e-06	1.317907e-06	0	NaN	0
VSTM2A	730170	201117	0	0	1	0	50	71	25710951	2.761469e-06	1.073783e-06	0	4.972230e-06	NaN	4.972230e-06
VSTM2B	833931	285663	0	0	0	0	50	94	47838091	1.964961e-06	0	0	0	NaN	0
VSTM2L	612745	190442	0	0	0	0	50	38	22388037	1.697335e-06	0	0	0	NaN	0
VSX1	1162294	383873	0	2	1	0	50	72	24402196	2.950554e-06	1.940282e-06	1.720735e-06	2.605028e-06	NaN	2.605028e-06
VSX2	1087996	326228	0	0	0	0	50	38	28178584	1.348542e-06	0	0	0	NaN	0
VTA1	969290	252784	0	4	1	0	7	4	2364299	1.691833e-06	4.091405e-06	4.126732e-06	3.955947e-06	NaN	3.955947e-06
VTCN1	870653	245098	0	2	0	0	50	31	18966486	1.634462e-06	1.792515e-06	2.297126e-06	0	NaN	0
VTI1A	695583	178059	0	1	0	0	50	36	18951114	1.899624e-06	1.144634e-06	1.437643e-06	0	NaN	0
VTI1B	717360	203679	0	0	0	0	17	9	7997710	1.125322e-06	0	0	0	NaN	0
VTN	1506883	372344	0	2	0	0	50	39	23280040	1.675255e-06	1.064267e-06	1.327243e-06	0	NaN	0
VWA1	1292102	432124	0	1	1	0	39	19	14931336	1.272492e-06	1.159941e-06	7.739327e-07	2.314151e-06	NaN	2.314151e-06
VWA2	2156350	690032	0	1	1	0	50	38	26019672	1.460433e-06	7.026464e-07	4.637466e-07	1.449208e-06	NaN	1.449208e-06
VWA3A	3761443	964166	0	4	1	0	10	6	4671380	1.284417e-06	1.058065e-06	1.063422e-06	1.037166e-06	NaN	1.037166e-06
VWA3B	4044971	1070062	0	8	5	0	10	16	5964336	2.682612e-06	2.541528e-06	1.977764e-06	4.672626e-06	NaN	4.672626e-06
VWA5A	2447564	666547	0	5	1	0	50	55	23675442	2.323082e-06	1.926714e-06	2.042848e-06	1.500269e-06	NaN	1.500269e-06
VWA5B1	3682021	1098671	0	0	0	0	1	1	1575203	6.348388e-07	0	0	0	NaN	0
VWA5B2	3626938	1242143	0	0	0	0	1	1	1718675	5.818436e-07	0	0	0	NaN	0
VWC2	978684	285663	0	4	0	0	50	67	24230969	2.765057e-06	3.163688e-06	4.087121e-06	0	NaN	0
VWC2L	701988	170373	0	3	0	0	50	23	27600426	8.333205e-07	3.438943e-06	4.273577e-06	0	NaN	0
VWCE	2870294	900970	0	3	1	0	31	27	20782944	1.299142e-06	1.060652e-06	1.045189e-06	1.109915e-06	NaN	1.109915e-06
VWDE	4995900	1261785	0	1	0	0	1	1	1738317	5.752691e-07	1.598035e-07	2.001641e-07	0	NaN	0
VWF	8683899	2389065	0	10	5	0	3	7	3025722	2.313497e-06	1.354651e-06	1.151556e-06	2.092869e-06	NaN	2.092869e-06
WAC	2003057	556381	0	3	1	0	50	19	18719680	1.014975e-06	1.562843e-06	1.497711e-06	1.797330e-06	NaN	1.797330e-06
WAPAL	3717462	951783	0	5	2	0	34	24	12940662	1.854619e-06	1.499172e-06	1.345004e-06	2.101319e-06	NaN	2.101319e-06
WARS	1486814	378322	0	2	0	0	4	3	1576057	1.903484e-06	1.072308e-06	1.345158e-06	0	NaN	0
WARS2	1127280	325374	0	7	0	0	50	49	23314200	2.101723e-06	4.818766e-06	6.209637e-06	0	NaN	0
WAS	1504748	487207	0	1	2	0	50	41	25827095	1.587480e-06	1.506058e-06	6.645631e-07	4.105031e-06	NaN	4.105031e-06
WASF1	1674694	518378	0	4	1	0	50	40	25472685	1.570310e-06	2.279907e-06	2.388496e-06	1.929094e-06	NaN	1.929094e-06
WASF2	1500478	458171	0	2	1	0	50	25	22255240	1.123331e-06	1.531668e-06	1.332909e-06	2.182591e-06	NaN	2.182591e-06
WASF3	1527379	446642	0	4	0	0	1	0	855708	0	2.026321e-06	2.618865e-06	0	NaN	0
WASH1	1421910	420168	0	0	0	0	50	25	26821578	9.320854e-07	0	0	0	NaN	0
WASL	1542751	453047	0	2	1	0	50	36	23493540	1.532336e-06	1.503158e-06	1.296385e-06	2.207277e-06	NaN	2.207277e-06
WBP1	803614	249368	0	2	0	0	50	32	23233924	1.377296e-06	1.899368e-06	2.488757e-06	0	NaN	0
WBP11	1949682	573888	0	4	1	0	50	19	19189807	9.901090e-07	1.981320e-06	2.051617e-06	1.742500e-06	NaN	1.742500e-06
WBP2	824537	218197	0	0	0	0	50	34	23111802	1.471110e-06	0	0	0	NaN	0
WBP2NL	924455	295057	0	1	1	0	50	40	22856883	1.750020e-06	1.640000e-06	1.081718e-06	3.389176e-06	NaN	3.389176e-06
WBP4	1213961	280966	0	0	0	0	50	27	22098531	1.221801e-06	0	0	0	NaN	0
WBP5	342454	70028	0	0	0	0	50	29	15374135	1.886285e-06	0	0	0	NaN	0
WBSCR16	1401414	436821	0	1	0	0	50	41	23738638	1.727142e-06	5.440001e-07	7.135650e-07	0	NaN	0
WBSCR17	1830122	523075	0	6	3	0	45	142	26701591	5.318035e-06	3.824584e-06	3.278470e-06	5.735315e-06	NaN	5.735315e-06
WBSCR22	897127	245525	0	0	0	0	50	30	18552723	1.617013e-06	0	0	0	NaN	0
WBSCR27	733159	237839	0	1	0	0	50	33	23186100	1.423267e-06	1.029868e-06	1.363961e-06	0	NaN	0
WBSCR28	779275	258335	0	1	1	0	50	37	18188065	2.034301e-06	1.927506e-06	1.283244e-06	3.870943e-06	NaN	3.870943e-06
WDFY1	1314306	324093	0	5	2	0	10	19	7316218	2.596970e-06	4.272464e-06	3.804289e-06	6.171068e-06	NaN	6.171068e-06
WDFY2	1274168	323239	0	1	0	0	50	26	24796317	1.048543e-06	6.260145e-07	7.848259e-07	0	NaN	0
WDFY3	10936751	3003091	0	15	7	0	2	7	3556910	1.968000e-06	1.578210e-06	1.371522e-06	2.330932e-06	NaN	2.330932e-06
WDFY4	9742005	2810514	0	1	0	0	0	0	2810514	0	7.966528e-08	1.026483e-07	0	NaN	0
WDHD1	3560753	909937	0	5	1	0	44	27	22206989	1.215833e-06	1.342075e-06	1.404197e-06	1.098977e-06	NaN	1.098977e-06
WDR1	1891183	513254	0	2	0	0	21	9	9502031	9.471659e-07	8.317956e-07	1.057539e-06	0	NaN	0
WDR11	3815672	1035475	0	4	1	0	10	7	4815279	1.453706e-06	1.030684e-06	1.048308e-06	9.657404e-07	NaN	9.657404e-07
WDR12	1346758	344162	0	3	3	0	11	13	3788344	3.431579e-06	3.548364e-06	2.227572e-06	8.716825e-06	NaN	8.716825e-06
WDR13	1465464	443226	0	3	1	0	14	9	6255550	1.438722e-06	2.095678e-06	2.047133e-06	2.256185e-06	NaN	2.256185e-06
WDR16	1932602	523075	0	2	1	0	4	4	2003484	1.996522e-06	1.221659e-06	1.034874e-06	1.911772e-06	NaN	1.911772e-06
WDR17	4145743	1092266	0	17	6	0	50	62	22712130	2.729819e-06	4.390981e-06	4.100592e-06	5.493167e-06	NaN	5.493167e-06
WDR18	1310036	402661	0	2	0	0	6	5	4898544	1.020711e-06	1.167749e-06	1.526676e-06	0	NaN	0
WDR19	4278113	1067500	0	3	3	0	50	40	23709602	1.687080e-06	1.122416e-06	7.012437e-07	2.810304e-06	NaN	2.810304e-06
WDR20	1791265	505568	0	0	1	0	24	15	10667741	1.406108e-06	4.353821e-07	0	1.977973e-06	NaN	1.977973e-06
WDR24	2386930	696437	0	3	0	0	22	10	9938425	1.006196e-06	9.729623e-07	1.256845e-06	0	NaN	0
WDR25	1636691	488488	0	2	1	0	50	38	25491473	1.490695e-06	1.411646e-06	1.221978e-06	2.047133e-06	NaN	2.047133e-06
WDR26	2037644	573034	0	1	0	0	42	27	17350718	1.556132e-06	3.830423e-07	4.907629e-07	0	NaN	0
WDR27	2656794	763476	0	2	1	0	50	57	25952633	2.196309e-06	8.771237e-07	7.527870e-07	1.309799e-06	NaN	1.309799e-06
WDR3	2975336	785680	0	5	0	0	2	0	1694763	0	1.329428e-06	1.680482e-06	0	NaN	0
WDR31	1158451	301889	0	1	1	0	50	41	25215631	1.625976e-06	1.369544e-06	8.632217e-07	3.312476e-06	NaN	3.312476e-06
WDR33	4495883	1271179	0	5	0	0	0	0	1271179	0	8.669926e-07	1.112129e-06	0	NaN	0
WDR34	1601677	508130	0	2	0	0	10	1	5773467	1.732062e-07	9.479540e-07	1.248691e-06	0	NaN	0
WDR35	3734969	945805	0	3	1	0	0	1	945805	1.057300e-06	8.545595e-07	8.032195e-07	1.057300e-06	NaN	1.057300e-06
WDR36	2964661	806603	0	2	0	0	12	7	6112932	1.145113e-06	5.303262e-07	6.746134e-07	0	NaN	0
WDR37	1538481	430416	0	2	0	0	11	8	5163284	1.549402e-06	1.015797e-06	1.299984e-06	0	NaN	0
WDR38	969290	284809	0	0	0	0	50	23	19929371	1.154076e-06	0	0	0	NaN	0
WDR4	1282281	363804	0	3	0	0	50	31	22826566	1.358067e-06	1.822506e-06	2.339581e-06	0	NaN	0
WDR41	1448384	380884	0	0	0	0	3	0	990640	0	0	0	0	NaN	0
WDR43	2141405	553819	0	2	0	0	21	8	6346074	1.260622e-06	7.420534e-07	9.339663e-07	0	NaN	0
WDR44	2857057	752801	0	7	1	0	16	16	8413608	1.901681e-06	2.216154e-06	2.450074e-06	1.328372e-06	NaN	1.328372e-06
WDR45	1133685	308721	0	2	0	0	50	36	23589188	1.526123e-06	1.386572e-06	1.764158e-06	0	NaN	0
WDR45L	1089277	282674	0	1	0	0	13	8	5770051	1.386470e-06	7.288890e-07	9.180401e-07	0	NaN	0
WDR46	1866844	552965	0	2	1	0	0	1	552965	1.808433e-06	1.239767e-06	1.071327e-06	1.808433e-06	NaN	1.808433e-06
WDR47	2878407	759633	0	3	1	0	50	44	25069170	1.755144e-06	1.099493e-06	1.042243e-06	1.316425e-06	NaN	1.316425e-06
WDR48	2146956	553392	0	2	0	0	6	4	2375828	1.683624e-06	7.406453e-07	9.315515e-07	0	NaN	0
WDR49	2206736	547414	0	9	1	0	23	33	9471287	3.484215e-06	3.630884e-06	4.078422e-06	1.826771e-06	NaN	1.826771e-06
WDR5	1079883	276696	0	1	0	0	50	32	21251790	1.505756e-06	7.371484e-07	9.260262e-07	0	NaN	0
